Review,Review_Score,Prediction_best_naive_bayes_model,Prediction_best_naive_bayes_model2,Final_Prediction,Difference
"We stayed in Allen's apartment for two nights and were blown away with how nice the stay was. The view from the large windows and balcony were amazing, a beautiful glimpse of the city from the 19th floor. Everything was clean, with very unique decorations. Although the apartment is a little small, the three of us did not have any space problems. Allen was able to give us some recommendations for places to go in the area, and was very kind each time we interacted with him. Although the apartment smelled a little like dog, it was not overwhelming or off-putting in any way. The location of the apartment itself is great, literally steps away from delicious restaurants. If you are looking for a great place to stay in Montreal, do not look any further!","9,0",4,1,10.0,-1.0
Great place. Good for 2 people. The person who was supposed to pick us up as recommended by Monica couldn't do so at the last minute anyway Uber to monica's place is about 35 cad. The apartment is fully equipped. You have everything u need there. Recommend to wash before using the kitchen utensils. U can request for a laundry card to do n your laundry but will have to top up minimum of 10 dollars that will entitle you to about 2 to 3 washes. Monica responds fast.,"9,0",1,1,10.0,-1.0
"Although this host was helping AirbnB and I out of a difficult situation by being available last minute, this unit was not what was pictured or described at all. It felt like we got a bait and switch unit. And, because apparently AirBnB’s are not allowed in the building, we were escorted they the back door/parking garage by hosts and asked to keep a low profile. The unit looked  like they had no longer cared. Area furniture, broken mirror in bedroom, all the pictures were crooked. It looked like a college student lived there. It was not at all what was advertised or pictured. It was terribly disappointing.","9,0",0,1,7.0,2.0
"Laurence's home was exceptionally kept and exactly as described. Verdun was very quiet area with free parking. Apartment was exceptionally clean, very cozy, and close to all the amenities and Metro. Laurence is an extremely seasoned Airbnb host that took care of all the necessities and even provided a list of recommended places to eat around the area and greeted us when we got in. Highly recommend this place.","10,0",4,0,10.0,0.0
"Great host, clean room. Beautiful apartment. Not very central but easy to get places by metro. ","9,0",3,1,10.0,-1.0
"Jose is a very engaging host, curious and open and very respectful. Her house is charming and is wonderfully located in a part of Pointe-Claire that feels like the country. I’ve experienced a few Air BnBs in the area and hers is unique!","10,0",2,1,10.0,0.0
"bonjour,  tout était conforme aux descriptions, logement bien placé proche du centre, rien de spécial a dire. Parfait comme ""pied a terre""
Mily
","9,0",4,0,10.0,-1.0
"Both Yves and his loft were awesome! Met me at the loft, was very communicative. Left wine and chocolates, amongst toiletries and other things for my wife and I.

Fantastic location, about a 1 minute walk to Rue Saint-Denis, full of restaurants/bars and great nightlife. Parking is super easy, two cheap garages in walking distance.","10,0",3,1,10.0,0.0
Top :) Emplacement et accueil supers !,"10,0",0,0,7.0,3.0
"Having never been to Verdun before, we were not sure what to expect. We ended up loving the apartment and area and didn't even make it into the city or Old Montreal. There is lots to do and explore on foot and by bike (using the Bixi bike rentals located around the city). We loved a local restaurant that is just around the corner called Piquillo Bistro. Food is delicious and the owners are extremely friendly. The apartment was the perfet place to finish a long day. The bed is very comfortable and communication was with Catherine very quick. Would definitely come back!","9,0",4,1,10.0,-1.0
"The listing was described exactly how it looks-- very colorful and welcoming. The location was a 5 minute walk from The Metro, which was very convenient. A great coffee shop was a 5 minute walk away as well, it is called Cafe Larue & Fil. Anouchka was super flexible, friendly, and easy to get a hold of. We enjoyed our stay very much!","10,0",3,1,10.0,0.0
Very welcoming people. They helped us with directions and eating places around and did not mind when we came in and out. The sheets were clean and there was soap and towels out for us.I am grateful I chose to stay at their residence.,"10,0",0,1,7.0,3.0
"I loved my cute little room at Daniel's place. It is at the back of the building, so very quiet. Yet he's in the heart of the action of the Plateau and right across the street from the Metro. The place is immaculately clean and his two cats are darlings. Daniel is a real gentleman and made me feel right at home in his home. I look forward to the next stay.","10,0",4,1,10.0,0.0
"Chambre individuelle dans maison ; partage des parties communes avec autres chambres locatives.
Bonne situation géographique pour tourisme.
Propreté correcte.
Je recommande !","9,0",0,0,7.0,2.0
"Un logement parfait. Très propre et très  tranquille. On se  sent comme chez soi. On retournera, si les dates sont disponibles. Le contact avec Sofia a été facile. ","10,0",0,0,7.0,3.0
Awesome spot. Highly recommended!,"10,0",4,0,10.0,0.0
Such a charming and delightful place! Very comfortable stay here. A little bit out of the city but very easy to get downtown on the metro. The guidebook was a lovely touch and very helpful. Would gladly stay again!,"10,0",3,1,10.0,0.0
Funky space..... right next to outdoor patio for a cold drink..... clean and modern.  Loved the all natural soaps and shampoo conditioner.  Great location and great price.  Loved it and will return,"9,0",4,1,10.0,-1.0
"Très bonne accueil. Très bel appartement, belle décoration et très propre! Je le recommande pour un séjour à Montréal.","10,0",0,0,7.0,3.0
"Atout : appartement spacieux bien équipé,assez bien situé, bien chauffé l’hiver, calme.
Inconvénient : proximité voie ferrée bruyante le matin , canapé convertible ne pouvant servir que d’appoint ( enfant)","10,0",0,0,7.0,3.0
"Nice place, great price.","9,0",2,1,10.0,-1.0
Tony was a great host- and this is an excellent spot to stay while visiting Montreal.  As a runner I loved how accessible many bike paths were.  You could run for miles on them.,"10,0",4,1,10.0,0.0
"Our stay at Marcos and Mari was truly a seamless and smooth experience! Conveniently located a 5mins walk to Old Montreal and 10min walk to downtown, every place was very accessible. A very clean and comfortable stay and indoor parking is a major plus. We would love to revisit and stay at Marcos and Mari again! Thank you.","9,0",4,1,10.0,-1.0
Catherine's place was perfect for our short stay!,"10,0",4,1,10.0,0.0
"Yanick was a perfect host.  He answered questions right away as they arose during our stay, and checked in to make sure all was well.  The apartment was quiet, serene and a nice temperature, which I was concerned would be an issue visiting in mid-November-- instead it felt great.  Its a cozy and straightforward studio but has all the amenities you would need. The kitchen was nicely stocked, and the water pressure in the shower of the clean bathroom was fantastic.  The location was ideal, close to the port and steps away from tons of good food. I would definitely consider coming back.","10,0",4,1,10.0,0.0
